Name,Position,Dept,Salary
Stephanie Knight,OFFICER,WATER,83065
Thomas Robinson,SUPERVISOR,GENERAL,79789
Sarah Sherman,DEVELOPER,POLICE,73189
Ethan Jordan,ANALYST,CIVIL,86267
Gregory Andrews,DEVELOPER,POLICE,69320
William Young,SUPERVISOR,WATER,77302
Charles Moore,SUPERVISOR,WATER,92671
Michael Boyle,SUPERVISOR,POLICE,76532
Matthew Gonzalez,SUPERVISOR,WATER,87885
Russell Jimenez,DEVELOPER,TELECOM,81424
Jenna Neal,OFFICER,GENERAL,91710
Yesenia Mcmillan,DEVELOPER,TELECOM,90522
Robert Freeman,SUPERVISOR,POLICE,72964
Lori Ward,DEVELOPER,TELECOM,92538
Mercedes Rodgers,ANALYST,GENERAL,69812
Thomas Waller,OFFICER,TELECOM,93648
Todd Young,ANALYST,CIVIL,81331
Stephen Bennett,ENGINEER,GENERAL,77105
Donna Miranda,SUPERVISOR,CIVIL,78471
Charles Baxter,ENGINEER,WATER,69167
Joel Olson,ENGINEER,CIVIL,66259
Kenneth Ortiz,DEVELOPER,CIVIL,91437
Isabel Bennett,DEVELOPER,GENERAL,90410
Julie Jones,ANALYST,GENERAL,78361
Greg Jones,SUPERVISOR,GENERAL,67414
Sarah Holt,ENGINEER,TELECOM,84053
Robert Garcia,SUPERVISOR,GENERAL,91758
Laura Guerra,DEVELOPER,WATER,69420
Randy Hall,OFFICER,TELECOM,71094
Vanessa Burton,ANALYST,GENERAL,77679
Jesse Castillo,ENGINEER,WATER,78458
Alexandra Blankenship,ANALYST,GENERAL,69220
Christina Parker,OFFICER,CIVIL,78662
Rebecca Vargas,DEVELOPER,POLICE,79867
Amanda Bryant,ANALYST,GENERAL,78375
Patricia Mccoy,ENGINEER,WATER,94246
Courtney Schmitt,SUPERVISOR,CIVIL,84997
Christy Miller,ANALYST,GENERAL,86538
Andrea Baker,ENGINEER,GENERAL,94976
Alec Gordon,ANALYST,GENERAL,73124
Lisa Manning,ENGINEER,TELECOM,89625
Ryan Cantrell,ANALYST,CIVIL,93349
Sean Marsh,DEVELOPER,GENERAL,81867
Samantha Michael,DEVELOPER,CIVIL,79776
Julia Holmes,ANALYST,WATER,77195
Mitchell Anderson,DEVELOPER,POLICE,74866
Carlos Jensen,OFFICER,WATER,73349
Julie Baker,ANALYST,WATER,66600
Jennifer Todd,ANALYST,TELECOM,94334
Douglas Dunn,ANALYST,WATER,68134
Michael Chen,SUPERVISOR,WATER,84763
Pamela Robinson,ANALYST,WATER,90049
John Johnson,ANALYST,POLICE,70071
Cheryl Jones,ENGINEER,CIVIL,65322
Amanda Lowe,OFFICER,POLICE,94386
Alan Stevens,OFFICER,TELECOM,74748
Joel Anderson,OFFICER,CIVIL,78071
John Brown,ENGINEER,GENERAL,88736
Michael Reynolds,OFFICER,TELECOM,89287
Kelly Leonard,ENGINEER,POLICE,93531
Ryan Craig,SUPERVISOR,GENERAL,67317
Kristina Fry,ENGINEER,TELECOM,68873
Haley Caldwell,OFFICER,WATER,81927
Daniel Underwood,ANALYST,CIVIL,75531
Eric Brooks,ENGINEER,GENERAL,80403
Ronald Buchanan,ENGINEER,POLICE,84380
Amber Reed,ANALYST,GENERAL,79246
Phillip Gonzales,SUPERVISOR,CIVIL,74736
Sergio Calhoun,ENGINEER,WATER,74727
Brian Smith,OFFICER,TELECOM,85351
Jonathan Jordan,ENGINEER,POLICE,81993
Michael Gonzalez,ENGINEER,WATER,76037
Steven Munoz,ENGINEER,POLICE,83685
Jennifer Wilcox,DEVELOPER,CIVIL,79028
Audrey Gilbert,ANALYST,POLICE,85394
Steven Dunn,SUPERVISOR,GENERAL,94679
Nathaniel Brown,ANALYST,CIVIL,69099
Kyle Johnson,ANALYST,GENERAL,91753
Daniel Acosta,OFFICER,TELECOM,78182
Charles Gould,ANALYST,WATER,93814
Timothy Johns,OFFICER,POLICE,80527
Christina Smith,SUPERVISOR,WATER,85576
Courtney Duran,OFFICER,CIVIL,85174
Dana Vaughn,DEVELOPER,CIVIL,68293
Kristi Lewis,ANALYST,CIVIL,83739
Tiffany Mayo,SUPERVISOR,CIVIL,70011
Dr. Elizabeth Newton,SUPERVISOR,POLICE,75145
Zachary Strong,ENGINEER,TELECOM,81080
John Chavez,SUPERVISOR,POLICE,88292
Robert Lawson,ENGINEER,TELECOM,72390
Sonia Mays,OFFICER,WATER,80799
Theresa Wilson,ANALYST,TELECOM,92866
Jill Grant,DEVELOPER,POLICE,65417
Laura Ortiz,OFFICER,CIVIL,81062
Faith Bates,DEVELOPER,WATER,86048
Crystal Young,ENGINEER,POLICE,81263
Thomas Walsh,SUPERVISOR,POLICE,72397
Danny Phillips,DEVELOPER,POLICE,89824
Rose Evans,ANALYST,WATER,66474
Kathleen Jones,ENGINEER,TELECOM,92306
Todd Wilson,ANALYST,GENERAL,84582
Noah Mitchell,OFFICER,GENERAL,71497
Monique Weber,ANALYST,CIVIL,71336
Danny Kelley,ENGINEER,CIVIL,66321
Natasha Miller,ENGINEER,TELECOM,88978
Tyler Moore,ENGINEER,TELECOM,92911
Micheal Glover,SUPERVISOR,TELECOM,92742
Laurie Graham,DEVELOPER,TELECOM,83020
Shelia Wells,ANALYST,POLICE,90550
Carrie Bender,SUPERVISOR,CIVIL,79131
Brenda Bates,OFFICER,CIVIL,89569
Angela Boyle,ANALYST,CIVIL,93377
William Russell,ENGINEER,WATER,75328
Robert Mcknight,OFFICER,POLICE,87669
Edwin Montes,DEVELOPER,CIVIL,75530
Alison Parks,OFFICER,GENERAL,67336
Joshua Hawkins,DEVELOPER,POLICE,87546
David Smith,ANALYST,TELECOM,67943
Denise Schmidt,DEVELOPER,WATER,86542
Kristin Hardy,ENGINEER,GENERAL,84434
Michael Carter,SUPERVISOR,POLICE,73781
Kimberly Chan,SUPERVISOR,CIVIL,71310
Ronald Brennan MD,SUPERVISOR,POLICE,84825
Paul Galloway,OFFICER,GENERAL,91043
Laura Walton,SUPERVISOR,GENERAL,65047
Brandon Sullivan,SUPERVISOR,TELECOM,82845
Brianna Boyd,OFFICER,POLICE,75517
Richard Mccoy,DEVELOPER,TELECOM,73888
Crystal Eaton,ANALYST,CIVIL,86924
Kaitlyn Johnson,SUPERVISOR,WATER,84735
Richard Ford,OFFICER,CIVIL,66536
John Bryant,DEVELOPER,CIVIL,65088
Scott Kennedy,OFFICER,TELECOM,65370
Tina Atkinson,ANALYST,WATER,94237
Marcus Paul,OFFICER,TELECOM,75450
Judy Fitzpatrick,SUPERVISOR,POLICE,82680
Hunter Wall,SUPERVISOR,POLICE,89941
Alex Powers,ENGINEER,GENERAL,90836
Roger Bray,ANALYST,WATER,70839
Joshua Wright,OFFICER,GENERAL,65790
Michelle Harris,ENGINEER,GENERAL,77537
Robin Russell,DEVELOPER,WATER,90138
Bryan Morris,OFFICER,WATER,81834
Wendy Davies,SUPERVISOR,GENERAL,83175
Amanda Williams,DEVELOPER,TELECOM,85589
Valerie Reid,OFFICER,CIVIL,82503
Sarah Brown,ANALYST,POLICE,69966
Kim Perez,DEVELOPER,TELECOM,70159
Katie Day,ANALYST,TELECOM,67966
Michael Hunt,DEVELOPER,TELECOM,87677
Jeremy Brown,DEVELOPER,GENERAL,71771
Erica Sharp,ENGINEER,WATER,76224
Charles Richard,DEVELOPER,WATER,71556
Seth Bennett,OFFICER,WATER,84821
Olivia Carlson,DEVELOPER,TELECOM,73639
Christopher Rasmussen,OFFICER,GENERAL,94749
Scott Mason,ANALYST,POLICE,89972
Clarence Tran,DEVELOPER,CIVIL,66394
Kelsey Phelps,ANALYST,GENERAL,83297
Catherine Daniels,DEVELOPER,POLICE,84548
Jeffrey Johnson,ENGINEER,POLICE,87265
Jeffrey Gentry,OFFICER,GENERAL,87914
Jocelyn Henry,ANALYST,POLICE,82722
Kevin Williams,SUPERVISOR,WATER,67584
Harold Smith,OFFICER,WATER,87306
Matthew Mullen,ENGINEER,CIVIL,77405
Bryan Clark,OFFICER,POLICE,75986
Joseph Wade,ANALYST,TELECOM,83138
Hailey Johnson,SUPERVISOR,GENERAL,66541
Christine Miller,SUPERVISOR,WATER,91225
Angela Johnson,DEVELOPER,WATER,71110
David Montgomery,OFFICER,POLICE,84464
Amy Thomas,DEVELOPER,POLICE,74675
Marc Frost,DEVELOPER,WATER,69808
Stephanie Miller,OFFICER,TELECOM,72401
Kevin Tran,ANALYST,CIVIL,87220
Vanessa Roberts,OFFICER,CIVIL,80643
Rachel Jennings,SUPERVISOR,TELECOM,88303
David Davis,SUPERVISOR,TELECOM,80736
Shannon Thompson,OFFICER,GENERAL,87246
Jill Henderson,ENGINEER,WATER,67619
Sandra Spencer,DEVELOPER,POLICE,74478
Angela Sutton,DEVELOPER,POLICE,91963
Jessica Fuentes,ANALYST,GENERAL,76106
Mrs. Diane Anderson,ENGINEER,GENERAL,73922
Nicholas Flores,DEVELOPER,CIVIL,91342
Carrie Taylor,DEVELOPER,CIVIL,69334
Bethany Fernandez,DEVELOPER,WATER,73132
Elizabeth Lee,SUPERVISOR,GENERAL,77318
Nicole Baker,OFFICER,TELECOM,72605
Jordan Gregory,OFFICER,WATER,89544
Joseph Ferguson,DEVELOPER,POLICE,89243
Denise Hughes,ANALYST,TELECOM,65538
Melanie Odonnell,ENGINEER,TELECOM,80930
Christina Lane,ANALYST,CIVIL,65194
Nicholas Jackson,ENGINEER,CIVIL,81938
Sherry Foster,DEVELOPER,POLICE,75834
Joshua Stevens,OFFICER,CIVIL,72749
John Simpson,OFFICER,CIVIL,77969
Ryan Carter,ENGINEER,CIVIL,92172
Janet Church,OFFICER,TELECOM,66442
Bobby Chavez,ENGINEER,GENERAL,94068
Rodney Flores,OFFICER,CIVIL,73715
Ronald Foster,OFFICER,GENERAL,82859
Kirk Reid,ANALYST,POLICE,65358
Jeremy Morales,ENGINEER,GENERAL,66435
Kerri Foster,ANALYST,POLICE,70403
Miranda Perez,OFFICER,WATER,85941
Sarah Ford DVM,OFFICER,WATER,76954
Christina Mitchell,ENGINEER,POLICE,84933
Carl Martinez,SUPERVISOR,TELECOM,70179
Alex Hernandez,ENGINEER,CIVIL,89804
Ariel Perkins,SUPERVISOR,GENERAL,80318
Patricia Ramirez,ANALYST,TELECOM,72578
Brianna Meyer,OFFICER,GENERAL,86275
Jo Barrett,ENGINEER,CIVIL,66365
Jeffery Smith,OFFICER,GENERAL,88481
Christine Graham,ANALYST,CIVIL,66408
Katherine Higgins,ENGINEER,CIVIL,76430
Mr. Richard Wilson,DEVELOPER,TELECOM,86678
Rhonda Holmes,SUPERVISOR,TELECOM,91585
Curtis Esparza,SUPERVISOR,GENERAL,69491
Nathaniel Morton,OFFICER,TELECOM,74366
Deanna Freeman,ANALYST,GENERAL,74224
Cody Brady,SUPERVISOR,TELECOM,72377
Vincent Adams,ANALYST,POLICE,69074
Emily Gonzalez,ANALYST,POLICE,85664
Nicholas Reyes,ANALYST,POLICE,88539
Gregory Harris,ANALYST,GENERAL,77756
Amy Nichols,SUPERVISOR,TELECOM,82347
Mr. Michael Malone,ENGINEER,TELECOM,94042
Donna Foster,SUPERVISOR,TELECOM,78046
Julie Taylor,DEVELOPER,WATER,93408
Debra Jimenez,ENGINEER,GENERAL,91024
Charles Newton,SUPERVISOR,WATER,69041
Judith Underwood,DEVELOPER,GENERAL,81221
Bethany Butler,OFFICER,TELECOM,87918
Patricia Dennis,DEVELOPER,CIVIL,65395
Jennifer Osborne,ENGINEER,CIVIL,68360
Mrs. Deborah Jenkins MD,DEVELOPER,WATER,75144
Doris Barajas,ANALYST,CIVIL,65998
Joshua Salazar,DEVELOPER,POLICE,74710
Julie Spence,DEVELOPER,WATER,89830
Kimberly Thomas,DEVELOPER,CIVIL,65525
Michael Lopez,ENGINEER,WATER,76577
Mark Carey,OFFICER,TELECOM,81514
Nicholas Walker,SUPERVISOR,POLICE,67326
Jessica Douglas,SUPERVISOR,WATER,87311
Matthew Lynch,OFFICER,POLICE,79457
Lori Williams,ENGINEER,POLICE,78866
Charles Levine,DEVELOPER,POLICE,75355
Steven Murray,DEVELOPER,POLICE,76365
Kristi Diaz,ANALYST,CIVIL,83745
Jerry Stewart,OFFICER,TELECOM,69225
Kerry Vargas,ENGINEER,TELECOM,74903
Ashley Jones,OFFICER,WATER,73037
Jessica Leonard,ANALYST,TELECOM,75079
Max Gentry,DEVELOPER,GENERAL,73694
Jacob Williamson,OFFICER,CIVIL,73657
Joshua Vincent,SUPERVISOR,WATER,68180
Danielle George,SUPERVISOR,CIVIL,84120
Katelyn Jefferson,OFFICER,TELECOM,88680
Stephanie Taylor,DEVELOPER,POLICE,83765
Daniel Watson,OFFICER,GENERAL,85880
Christopher Ortiz,ANALYST,GENERAL,78037
Keith Dominguez,DEVELOPER,TELECOM,92774
Julie Santos,DEVELOPER,GENERAL,72038
Thomas Greer,DEVELOPER,TELECOM,77725
Crystal Jones,OFFICER,GENERAL,72702
Jonathan Maynard,ENGINEER,TELECOM,88379
Bryan Walker,ANALYST,CIVIL,73645
Marvin Ortega,ANALYST,CIVIL,77975
Mrs. Amy Scott MD,ANALYST,POLICE,77263
Cindy Donovan,DEVELOPER,POLICE,90296
Kirsten Zamora,ENGINEER,WATER,89447
Mary Tran,DEVELOPER,CIVIL,91256
Ann West,OFFICER,GENERAL,73695
Sabrina Randall,ENGINEER,POLICE,91401
Jonathan Carr,OFFICER,GENERAL,71082
Timothy Hernandez,ENGINEER,POLICE,84774
Joseph Nolan,SUPERVISOR,CIVIL,81019
Charles Vasquez,ENGINEER,WATER,71214
Steve Lutz,ENGINEER,GENERAL,87891
Charles Marsh,DEVELOPER,WATER,90760
Janice Brooks,ENGINEER,WATER,83531
Martha George,DEVELOPER,TELECOM,73489
Kevin Colon,OFFICER,WATER,93461
John Miller,ANALYST,WATER,75556
Corey Miller,ENGINEER,WATER,91721
Jennifer Anderson,DEVELOPER,CIVIL,77322
Jessica Clay,ANALYST,GENERAL,86389
Martha Lee,ENGINEER,TELECOM,70417
Sara Brown,DEVELOPER,CIVIL,72758
Nicholas Smith,ANALYST,WATER,72334
Laura Hughes,ANALYST,TELECOM,86355
Jesus Johnson,ENGINEER,POLICE,69478
Kimberly Wagner,ENGINEER,WATER,65710
Jennifer English,ANALYST,POLICE,73236
Andrew Edwards,OFFICER,POLICE,78870
Lucas Stevens,ANALYST,WATER,72469
Cassandra Austin,ENGINEER,GENERAL,74139
Joshua Rose,SUPERVISOR,WATER,71960
Kayla Jennings,SUPERVISOR,CIVIL,86621
Tammy Jackson,OFFICER,GENERAL,84365
Dustin Brooks,ANALYST,WATER,94145
Kathryn Ho,ANALYST,POLICE,91204
Amy Barrett,DEVELOPER,TELECOM,91865
Robert Russo,SUPERVISOR,POLICE,75756
Michael Jackson,SUPERVISOR,TELECOM,69156
Devon Ramirez,DEVELOPER,POLICE,94977
Lisa Mcclure,DEVELOPER,TELECOM,79300
Nathan Rojas,ANALYST,GENERAL,85392
Robert Henderson,OFFICER,WATER,83058
Matthew Howard,ENGINEER,POLICE,65965
Amy Love,OFFICER,CIVIL,90840
Mr. Christopher Cook,SUPERVISOR,WATER,71994
Catherine Krause,ENGINEER,WATER,90344
Julie Padilla,DEVELOPER,WATER,94937
Kathy Santiago,ENGINEER,CIVIL,79725
Adrienne Martinez,DEVELOPER,CIVIL,72154
Jamie Barnes,ENGINEER,POLICE,78571
Michelle Rosales,ANALYST,POLICE,78055
Katelyn Williams,DEVELOPER,TELECOM,88924
Kelly Harris,DEVELOPER,POLICE,91301
Elizabeth Williams,DEVELOPER,POLICE,71793
Kaitlyn Petersen,ANALYST,TELECOM,66715
Christina Oliver,ENGINEER,CIVIL,91134
Kelsey Moore,OFFICER,TELECOM,85131
Randy Simpson,SUPERVISOR,WATER,85444
Miranda Jenkins,ANALYST,TELECOM,69432
Christopher Lee,SUPERVISOR,POLICE,88852
Andrew Wagner,OFFICER,CIVIL,90922
Ann Hamilton,SUPERVISOR,POLICE,69334
Ryan Case,DEVELOPER,TELECOM,65606
Sheena Cox,DEVELOPER,CIVIL,90608
Stephanie Thomas,SUPERVISOR,GENERAL,70472
Carl Sanders,DEVELOPER,CIVIL,78770
Tonya Thomas,ENGINEER,TELECOM,83650
Amanda Shaw,OFFICER,CIVIL,92210
Cynthia Franklin,ENGINEER,POLICE,92615
Jennifer Snyder,OFFICER,WATER,88153
Frank Thomas,DEVELOPER,WATER,91373
Jessica Miller,ANALYST,TELECOM,85784
Tammie Delacruz,DEVELOPER,TELECOM,78488
Andrea Cross,OFFICER,TELECOM,83798
Jacob Delacruz,DEVELOPER,TELECOM,75323
Christine Hopkins,ANALYST,CIVIL,86157
Jessica Kemp,ANALYST,WATER,68423
Sarah Smith,ANALYST,WATER,84237
Ronald Johnson,ANALYST,CIVIL,89528
Robert Blackwell,ANALYST,GENERAL,88201
Teresa Farmer,SUPERVISOR,GENERAL,90873
Elizabeth Young,OFFICER,TELECOM,84619
Michael Stanley,ANALYST,CIVIL,66126
Amy Christian,ANALYST,GENERAL,94122
Gabriella Wallace,SUPERVISOR,TELECOM,65465
James Garcia,SUPERVISOR,GENERAL,88009
Deborah Nichols,ENGINEER,WATER,91985
Steven Mooney,DEVELOPER,CIVIL,74718
Veronica Copeland,ENGINEER,WATER,69318
Patricia Floyd,ENGINEER,GENERAL,73429
Traci Mccoy,DEVELOPER,POLICE,69284
Todd Warren DDS,OFFICER,WATER,88547
Eric Bates,ANALYST,GENERAL,88065
Jessica Williams,ANALYST,POLICE,86644
Joshua Fox,OFFICER,TELECOM,85182
Brian King DDS,SUPERVISOR,GENERAL,76122
Marissa Hayes,ENGINEER,TELECOM,65533
Troy Trevino,OFFICER,POLICE,70978
Linda Jones,DEVELOPER,CIVIL,89291
Tara Carter,ENGINEER,WATER,94806
Lori Campbell,ENGINEER,GENERAL,82401
Dustin Torres,SUPERVISOR,CIVIL,74836
William Boyd,ENGINEER,WATER,76174
Bryce Cobb,DEVELOPER,CIVIL,89462
Maxwell Dixon,ANALYST,CIVIL,67104
Daniel Bond,ANALYST,GENERAL,82247
Tina Berry,ENGINEER,WATER,71718
Tracy Villanueva,DEVELOPER,GENERAL,86068
Jessica Bridges,ANALYST,CIVIL,66894
William Bryan,SUPERVISOR,GENERAL,92781
Adam Morrow,SUPERVISOR,POLICE,77711
Janet Martinez,ANALYST,POLICE,77596
Caleb Miller,OFFICER,WATER,87869
Allison Harrell,SUPERVISOR,GENERAL,86051
Zachary Wilkerson,SUPERVISOR,CIVIL,75025
Gary Zimmerman,DEVELOPER,GENERAL,84643
Felicia Robbins,ANALYST,TELECOM,77825
Kristopher Wilson PhD,OFFICER,TELECOM,81885
Christopher Mckay,DEVELOPER,CIVIL,85431
Alexandra Martinez,SUPERVISOR,GENERAL,90396
Jasmine Rodriguez,DEVELOPER,WATER,93953
Stephen Peters,ANALYST,WATER,65121
Lori Perez,ANALYST,CIVIL,70051
Marc Horton,ENGINEER,CIVIL,91344
Michael Nicholson,OFFICER,POLICE,92505
Nathan Johnson,ANALYST,POLICE,83806
Edward Duncan,ENGINEER,CIVIL,67741
Terri Bryant,DEVELOPER,CIVIL,69338
George Mejia,OFFICER,POLICE,78719
Jeremy Reid,SUPERVISOR,TELECOM,94519
Andrea King,SUPERVISOR,CIVIL,87425
Tyler Mccoy,ANALYST,CIVIL,74102
Connor Eaton,SUPERVISOR,CIVIL,86807
Tina Hudson,ANALYST,CIVIL,75566
Kristine Elliott,SUPERVISOR,TELECOM,94113
Matthew Yu,DEVELOPER,TELECOM,68272
Lauren Love,ENGINEER,TELECOM,80409
Ronald Sanchez,DEVELOPER,TELECOM,65187
George Moreno,OFFICER,POLICE,77662
Daniel Jordan,ANALYST,CIVIL,76061
Randy Pace,ANALYST,CIVIL,91488
Heather Campbell,ANALYST,WATER,74541
Carrie Johnson,OFFICER,TELECOM,67336
Jenny Charles,DEVELOPER,CIVIL,76563
Melanie Calderon DDS,SUPERVISOR,TELECOM,68490
Julie Holden,ENGINEER,WATER,94221
James Richards,SUPERVISOR,TELECOM,73520
Kelly Spencer,OFFICER,GENERAL,84291
Donna Martinez,ANALYST,CIVIL,74702
Mr. Jeffrey Ward,OFFICER,WATER,91269
Jorge Lewis,ENGINEER,WATER,82343
Julie Graves,DEVELOPER,GENERAL,78952
Diane Velazquez,OFFICER,GENERAL,90412
Jamie Olsen,ENGINEER,TELECOM,91888
Thomas Reeves,DEVELOPER,POLICE,88926
Stephanie Gordon,OFFICER,CIVIL,65651
Julie Kennedy,ENGINEER,CIVIL,71356
Dennis Vazquez,OFFICER,GENERAL,74774
Ashley Mayo,SUPERVISOR,WATER,71952
Jamie Williams,ANALYST,CIVIL,66991
Andrew Willis,ENGINEER,POLICE,91126
Miss Krista Parker,SUPERVISOR,POLICE,82712
Matthew Peters MD,ANALYST,GENERAL,72318
Nicole Wall,OFFICER,GENERAL,90456
David Wyatt,SUPERVISOR,POLICE,71966
Martin Lee,SUPERVISOR,GENERAL,65397
Victoria Garrett DDS,ANALYST,CIVIL,85905
Eric Phillips,OFFICER,GENERAL,80585
James Moore,ANALYST,CIVIL,93442
Benjamin Martin,ANALYST,CIVIL,69421
Sandy Brewer,SUPERVISOR,TELECOM,70008
Amy Page,ANALYST,TELECOM,68588
Sergio Moran,ENGINEER,TELECOM,77754
Janet Meyers,ANALYST,TELECOM,82256
Nathan Walker,OFFICER,TELECOM,75412
Oscar Pollard,OFFICER,CIVIL,71705
Kari Reid,SUPERVISOR,CIVIL,89634
Margaret Lane,DEVELOPER,TELECOM,81693
Courtney Macdonald DDS,OFFICER,GENERAL,75546
Heather Dunn,DEVELOPER,WATER,83777
Joseph Martinez,SUPERVISOR,POLICE,94106
James Martinez,SUPERVISOR,GENERAL,92144
Charles Thomas,ANALYST,POLICE,69599
Rhonda Jimenez,DEVELOPER,POLICE,70524
Kevin Chavez,ANALYST,TELECOM,73856
James Reed,ENGINEER,POLICE,91261
Charles Evans,ENGINEER,POLICE,76592
Megan Hicks,ANALYST,GENERAL,89992
Vanessa Austin,ENGINEER,TELECOM,82058
Pamela Rodriguez,SUPERVISOR,GENERAL,92575
Diana Smith,OFFICER,CIVIL,71265
Raymond Mitchell,SUPERVISOR,WATER,66339
Tina Rowe,ENGINEER,POLICE,83465
Courtney Ray,DEVELOPER,CIVIL,80439
Kevin Russell,SUPERVISOR,GENERAL,79312
Joseph Marshall,DEVELOPER,TELECOM,84977
Kevin Lewis,SUPERVISOR,POLICE,86505
John Mahoney,SUPERVISOR,POLICE,81825
Kirk Ford,DEVELOPER,TELECOM,94787
Chad Ramos,ANALYST,WATER,71601
Melanie Dudley,OFFICER,GENERAL,82104
Erik Jones,ENGINEER,GENERAL,75485
Jessica Williams,ANALYST,CIVIL,87817
Nathan Butler,ANALYST,TELECOM,68474
Melissa Howard,ANALYST,CIVIL,70215
Debbie Walker,ENGINEER,WATER,70515
Anna Huber,DEVELOPER,POLICE,89144
Ashley Glenn,SUPERVISOR,GENERAL,77345
Mindy Baird,ANALYST,TELECOM,70431
Rebecca Ferguson,DEVELOPER,CIVIL,92480
Laurie Martin,DEVELOPER,TELECOM,81919
Julie Prince,ENGINEER,POLICE,92830
Scott Williams,DEVELOPER,WATER,87930
Heather Livingston,OFFICER,CIVIL,78200
Andrew Lewis,ENGINEER,GENERAL,72000
James Smith,OFFICER,TELECOM,68023
Charles Rice,ANALYST,POLICE,80359
Erika Chan,ANALYST,GENERAL,69901
Hailey Parsons,SUPERVISOR,WATER,94044
Brandon Curry,DEVELOPER,TELECOM,91925
Jacob Shaw,SUPERVISOR,GENERAL,75237
Brandon Hammond,DEVELOPER,GENERAL,82981
Albert Gould,ANALYST,POLICE,78775
David Dawson,ENGINEER,WATER,69375
Mary Terry,DEVELOPER,WATER,72211
Audrey Moore,DEVELOPER,POLICE,79755
Larry Murphy,ANALYST,GENERAL,83981
Francisco Fernandez,OFFICER,WATER,93963
Ryan Romero,ENGINEER,WATER,80450
Steven Brown,ANALYST,POLICE,66176
Tracy Webb,DEVELOPER,TELECOM,91998
Robert French,SUPERVISOR,GENERAL,85568
Gina Flynn,DEVELOPER,POLICE,86990
John Miller,ANALYST,TELECOM,91539
Earl Clayton,DEVELOPER,CIVIL,84035
Nicole Rivera,SUPERVISOR,TELECOM,67313
Robert Young,DEVELOPER,CIVIL,81266
Heather Shelton,SUPERVISOR,TELECOM,71636
Ashley Brown,ANALYST,GENERAL,67536
Summer Rodriguez,ANALYST,GENERAL,85457
Alyssa Pope,OFFICER,CIVIL,89541
Kirk Mcgee,ENGINEER,CIVIL,81848
Sean Taylor,OFFICER,TELECOM,84109
Omar Hayes,OFFICER,TELECOM,81191
Marie Thomas,ANALYST,POLICE,83278
Kendra Lambert,ANALYST,TELECOM,77110
Anthony Scott,ANALYST,GENERAL,89972
Valerie Perez,DEVELOPER,WATER,78270
Clayton Curry,ANALYST,WATER,81565
Daniel Potter,SUPERVISOR,GENERAL,81768
Mathew Parks,DEVELOPER,CIVIL,71729
Jordan Wilson,ANALYST,POLICE,93221
Jeanette Johnson,ENGINEER,POLICE,87454
Ashley Gilbert,DEVELOPER,CIVIL,67597
Glenda Taylor,ENGINEER,WATER,84453
Nicholas Figueroa,DEVELOPER,POLICE,70911
Alexandra Perez,OFFICER,GENERAL,65912
Daniel Morgan,SUPERVISOR,POLICE,82930
Mary Page,ANALYST,POLICE,70068
Laurie Ramirez,ANALYST,GENERAL,82137
Joshua Kelly,DEVELOPER,POLICE,81736
Jasmine Brown,ENGINEER,POLICE,86261
Amanda Mercer,DEVELOPER,POLICE,94996
Jody Schaefer,DEVELOPER,CIVIL,88437
Anthony Morgan,ANALYST,POLICE,93608
Robert Hernandez,OFFICER,POLICE,79899
Walter Hart DDS,ANALYST,WATER,72190
John Roberts,DEVELOPER,WATER,84316
Albert Weber,ANALYST,WATER,77701
Katie Bolton,ANALYST,GENERAL,94277
Christopher Davis,ENGINEER,WATER,74007
Brandon Campos,ANALYST,CIVIL,86671
Bridget Farrell,SUPERVISOR,GENERAL,94560
Bradley Maxwell,DEVELOPER,POLICE,72949
Ethan Mcbride,SUPERVISOR,POLICE,78786
Robert Sanders,DEVELOPER,TELECOM,80081
Caitlin Nguyen,ANALYST,GENERAL,78558
Joseph Hill,ANALYST,WATER,71258
Destiny Villarreal,SUPERVISOR,TELECOM,87626
James Berg,DEVELOPER,POLICE,91226
Megan Parker,DEVELOPER,CIVIL,72737
Glenn Williams,OFFICER,WATER,92520
Hannah Patterson,ENGINEER,POLICE,75580
Paul Garza,SUPERVISOR,TELECOM,85713
Paul Williams,OFFICER,TELECOM,79417
Kimberly Ellis,OFFICER,TELECOM,69160
Patricia Carrillo,OFFICER,GENERAL,80677
Jennifer Mercer,ANALYST,GENERAL,87134
Brandy Williams,ENGINEER,GENERAL,73973
Alyssa Williams,SUPERVISOR,TELECOM,66465
Chad Willis,SUPERVISOR,TELECOM,81682
Rachel Stout,ANALYST,WATER,68429
Jason Sparks,OFFICER,TELECOM,67093
Ann Gonzalez,SUPERVISOR,CIVIL,66684
William Logan,OFFICER,WATER,72432
Thomas Nguyen,SUPERVISOR,POLICE,71502
Brian Dawson,DEVELOPER,GENERAL,79547
Karen Villegas,OFFICER,TELECOM,85571
Chelsea Clark,DEVELOPER,GENERAL,84717
Jenna Davis,OFFICER,POLICE,84096
Hannah Johnson,DEVELOPER,CIVIL,85247
Julie Hobbs,DEVELOPER,GENERAL,66751
Andrew Carter,ENGINEER,WATER,85932
Valerie Hicks,SUPERVISOR,TELECOM,76703
Michele Guerrero,DEVELOPER,GENERAL,74565
Deborah Woods,SUPERVISOR,CIVIL,80500
Cassandra Shelton,ANALYST,TELECOM,65810
Leonard Lopez,ENGINEER,CIVIL,88777
Chase Williamson,DEVELOPER,TELECOM,91686
Brenda Bennett,OFFICER,POLICE,79155
