Name,Gender,Start_Date,Login_Time,Salary,Bonus%,Is_Senior_Management,Department
Dean Whitney,Female,31-10-2017,15:06:29,67299,18,FALSE,HR
Corey Kirk Jr.,Female,09-06-2023,04:46:03,79152,20,TRUE,Sales
John Lewis,Female,08-01-2015,21:41:45,60035,5,FALSE,IT
Alexis Barnes,Male,17-04-2020,03:29:31,61451,7,TRUE,IT
Aaron Daugherty,Male,19-04-2016,13:11:40,70883,16,FALSE,HR
Danielle Roberts,Female,11-05-2018,16:21:52,66265,9,TRUE,HR
Donald Allen,Male,05-06-2022,03:05:49,63157,18,FALSE,Marketing
Ashley Hays,Female,09-09-2019,14:53:18,69361,17,FALSE,Marketing
John Blackwell,Female,03-11-2015,06:16:06,79977,11,TRUE,IT
Tiffany Ramirez,Male,02-02-2017,23:35:50,76825,13,FALSE,Sales
Veronica Wiggins DDS,Male,09-08-2020,12:40:13,60121,16,TRUE,IT
Nicholas King,Female,17-10-2018,14:46:35,76852,8,TRUE,Marketing
Rebecca Harris,Male,10-08-2020,23:46:49,68018,20,TRUE,Sales
Stephanie Cruz,Female,29-06-2015,07:39:54,61020,20,FALSE,Marketing
Michael Hicks,Female,13-06-2018,04:26:50,65431,14,FALSE,Marketing
Donald Meadows,Female,02-10-2017,11:39:36,76919,6,TRUE,Marketing
Melanie Walker,Male,23-03-2021,20:12:26,60081,12,FALSE,Sales
Connie Clark,Male,04-05-2023,16:27:19,62832,11,TRUE,HR
Natasha Joyce,Female,01-02-2021,22:57:50,77723,16,TRUE,IT
John Anderson,Male,11-04-2023,19:40:55,72500,11,FALSE,IT
James Steele,Female,31-08-2015,01:55:17,77981,18,TRUE,Marketing
Shawn Mccormick,Male,11-07-2021,04:02:08,67719,4,FALSE,Sales
Miranda Petersen,Male,23-01-2015,23:10:24,75524,3,FALSE,HR
Dawn Ross,Male,25-12-2016,10:40:08,65611,7,FALSE,HR
Calvin Salazar,Male,10-06-2021,18:43:49,74038,10,FALSE,Marketing
Daniel Flynn,Male,01-05-2022,06:40:20,78094,8,FALSE,Marketing
Theresa Harmon,Female,12-06-2016,02:33:22,68502,2,FALSE,Marketing
Tyler Avery,Female,21-11-2015,22:41:00,70287,10,TRUE,HR
Catherine Lopez,Male,18-08-2023,13:35:58,74825,6,FALSE,HR
Roger Velez,Female,31-07-2018,19:13:33,79109,2,FALSE,Marketing
Victor Beltran,Male,16-01-2021,03:25:30,78278,18,FALSE,IT
Nicole Adams,Female,14-12-2020,17:26:23,65493,12,TRUE,IT
Emily Campbell,Female,24-10-2023,12:30:02,73468,6,TRUE,Sales
Jade Savage DVM,Male,20-10-2015,06:34:57,75695,12,TRUE,Sales
Joshua Ray,Male,10-08-2019,01:38:42,79453,12,TRUE,Sales
Laurie Eaton,Male,04-07-2016,18:22:40,79746,0,FALSE,HR
Sierra Hull,Male,15-10-2020,12:28:47,65068,18,FALSE,HR
Keith Strickland,Male,03-11-2021,13:51:50,60870,20,FALSE,HR
Sandra Diaz,Female,12-10-2021,17:34:00,72714,19,TRUE,HR
Andrea Mclean,Male,22-12-2017,01:43:16,74899,18,TRUE,Sales
Cynthia Jackson,Female,01-02-2017,13:29:15,64808,18,TRUE,Marketing
Michael Gonzales,Male,31-08-2019,14:07:58,67336,8,FALSE,IT
Justin Garrett,Female,28-04-2020,04:45:45,61514,7,FALSE,HR
Omar Smith,Female,29-11-2017,22:05:28,76083,10,FALSE,Marketing
Dennis Pollard,Male,21-01-2021,14:19:11,66258,10,FALSE,Marketing
Michael Orr,Male,04-09-2022,16:31:15,75952,14,TRUE,HR
Richard Smith,Male,15-10-2018,14:57:41,67144,3,FALSE,IT
Bryan Bruce,Female,03-02-2019,12:46:42,61399,10,FALSE,HR
Kristin Carr,Female,18-05-2017,17:50:03,64160,20,TRUE,Marketing
Tammy Lewis,Male,12-01-2021,21:47:23,76927,8,FALSE,IT
Jonathan Young,Male,27-02-2019,11:42:12,70196,11,TRUE,HR
Kelly Hamilton,Male,23-08-2020,18:03:59,70202,2,FALSE,Marketing
Derek Perez,Male,29-05-2021,21:57:24,63355,4,TRUE,IT
Allison Perkins,Male,29-01-2020,18:10:43,66502,12,FALSE,HR
Troy Khan,Female,21-12-2019,02:09:25,72895,17,TRUE,HR
Melissa Lam,Female,31-01-2023,19:02:27,74756,19,FALSE,HR
Timothy Clark,Male,10-08-2017,18:51:35,67606,20,FALSE,IT
Joseph Mcdaniel,Female,03-07-2020,22:51:40,73970,16,FALSE,IT
Raymond Walker,Female,20-12-2021,14:24:36,75500,18,FALSE,HR
Jonathan Mcintyre,Male,10-10-2017,23:12:12,73869,13,FALSE,HR
Katherine Dawson,Male,05-08-2021,18:24:39,74155,6,TRUE,IT
Deborah Crane,Female,01-10-2015,23:17:31,67164,15,TRUE,HR
Lindsay Mays,Female,21-08-2018,14:06:49,79080,15,FALSE,Marketing
Chelsea Bird,Male,27-03-2022,15:43:23,79707,4,FALSE,Sales
Melissa Wang,Male,20-03-2020,02:07:39,76680,12,TRUE,HR
Kenneth Walsh,Male,28-03-2019,17:59:38,78511,2,FALSE,IT
Kevin Adams,Female,31-10-2019,11:40:20,65363,7,TRUE,Sales
Morgan Roberson,Female,03-02-2017,03:05:30,62964,12,FALSE,HR
Amanda Smith,Female,01-02-2015,07:30:35,68332,17,TRUE,Marketing
John Hill,Female,24-05-2018,22:27:02,60785,14,TRUE,IT
Brittney Kelly,Female,28-08-2021,19:15:17,72592,15,FALSE,Marketing
Billy Mullins,Male,06-12-2020,23:09:32,64008,11,FALSE,IT
Jacob Harrell,Male,02-03-2020,12:25:25,75959,8,TRUE,Marketing
Edward Anderson,Male,23-04-2016,19:49:55,74481,0,FALSE,HR
John Donaldson,Male,17-11-2017,17:18:34,65425,2,TRUE,Marketing
Ruth Kelly,Male,31-12-2018,09:18:48,69393,3,TRUE,IT
Dr. Matthew Fowler,Female,02-02-2018,22:57:34,75712,12,TRUE,IT
Kristen Nguyen,Male,11-11-2020,16:48:16,75953,14,FALSE,HR
Robin Guzman,Male,23-07-2022,14:34:54,79381,4,FALSE,IT
Courtney Gates,Male,05-09-2022,22:28:43,66595,0,TRUE,Marketing
Kaylee Thomas,Female,30-01-2015,07:05:09,60968,18,FALSE,Sales
William Garcia,Male,25-10-2018,13:59:58,78278,6,FALSE,Marketing
Tammy Marshall,Female,07-07-2015,06:25:28,75062,3,FALSE,Marketing
Oscar Grant,Female,17-01-2016,10:53:50,74270,2,TRUE,Sales
Zachary Brown,Female,01-06-2018,12:41:51,72915,7,FALSE,Sales
Karen Hunt,Male,22-05-2015,14:27:04,64404,4,TRUE,Sales
Sarah Neal,Female,17-01-2017,03:08:02,79280,17,TRUE,HR
Aaron Jordan,Male,27-10-2021,21:35:49,74343,13,TRUE,Marketing
David Burke,Female,30-09-2023,03:17:01,71733,19,TRUE,HR
Darrell Brewer,Female,16-02-2022,14:25:15,74822,19,TRUE,IT
Michael Moore,Male,15-04-2015,06:03:57,69975,8,FALSE,HR
Andrew Peterson,Female,22-08-2021,13:14:25,69626,0,TRUE,Sales
Chad Robinson,Male,01-05-2017,10:34:20,71483,2,FALSE,IT
Michael Lamb,Female,21-12-2016,11:04:31,71812,13,FALSE,Sales
Ruth Barron,Female,08-10-2016,18:54:24,61721,3,FALSE,Sales
Angelica Hall,Female,28-11-2021,10:19:57,64202,12,TRUE,HR
Ashley Anderson,Female,14-05-2019,13:04:09,72497,19,FALSE,IT
Lee Vaughan PhD,Male,27-12-2015,23:44:53,65986,15,FALSE,Marketing
Douglas Smith,Female,07-11-2017,13:51:11,63036,9,TRUE,HR
Donald Cameron,Male,11-08-2021,05:48:49,77942,10,TRUE,Sales
Brittany Hansen,Female,03-11-2017,06:54:23,71248,2,TRUE,IT
Rebekah Ashley MD,Female,18-11-2017,16:28:02,68382,17,FALSE,Marketing
Catherine Carlson,Male,20-05-2020,02:29:31,65916,17,TRUE,HR
Catherine Schmidt,Female,30-10-2018,17:29:47,75362,7,TRUE,HR
Laura Smith,Female,26-10-2022,20:40:25,71835,8,FALSE,HR
Michelle Hill,Female,25-05-2023,00:16:36,75800,9,TRUE,Sales
Matthew Leonard,Female,08-10-2021,13:15:40,63040,3,FALSE,Marketing
Angel Green,Female,18-10-2017,21:33:46,79321,10,TRUE,HR
Alexander Nguyen,Male,08-01-2017,15:36:14,60264,9,TRUE,IT
Scott Jones,Female,10-05-2016,02:24:11,67990,14,FALSE,Marketing
Christopher Burton,Female,30-03-2016,13:01:00,63105,16,TRUE,HR
Donald Moore,Female,18-12-2015,02:12:03,76451,1,TRUE,HR
James Abbott,Female,29-05-2018,12:51:20,67969,2,FALSE,Sales
Megan Rodriguez,Male,17-06-2022,18:04:37,70635,2,TRUE,IT
John Hodge,Male,21-05-2015,04:50:51,74192,15,FALSE,Sales
Sara Austin,Male,24-04-2016,21:23:30,60484,15,TRUE,Marketing
James Murphy,Male,15-06-2021,00:46:16,61485,19,FALSE,IT
Brian Mcdaniel,Female,18-12-2015,19:40:49,69869,4,FALSE,Marketing
Gary Johnson,Male,11-06-2015,10:14:32,73321,20,TRUE,Sales
Sara Rodgers,Female,06-10-2015,11:55:07,78946,6,TRUE,HR
Kim Garcia,Female,02-11-2017,15:16:07,68627,5,TRUE,HR
Justin Doyle MD,Female,08-08-2016,04:01:03,61089,1,TRUE,Sales
Jasmin Klein,Male,11-09-2018,01:49:47,66062,16,FALSE,IT
Holly Carter,Female,19-07-2020,09:01:40,60618,10,TRUE,Sales
Melissa Hernandez,Female,08-03-2022,21:56:01,63131,3,FALSE,Sales
Drew Anderson,Male,01-09-2020,04:39:35,73228,13,FALSE,HR
Christopher Lee,Male,19-08-2018,05:05:52,70323,2,FALSE,IT
Katie Becker,Male,22-06-2023,16:12:08,60625,3,FALSE,Marketing
John Estrada,Male,01-07-2020,10:49:34,66743,16,TRUE,Sales
Alicia Huff,Male,08-02-2016,10:37:13,64477,8,TRUE,HR
Lori Evans,Female,05-07-2022,02:47:01,67605,18,TRUE,Sales
Heather Vasquez,Male,30-08-2018,09:57:54,61546,11,FALSE,Sales
Cynthia Clark,Male,22-11-2022,10:06:51,63132,19,TRUE,HR
Joy Rodriguez,Male,20-03-2015,13:09:53,66807,8,FALSE,Sales
Annette Parks,Male,19-02-2019,11:30:53,78870,3,TRUE,Sales
Kimberly Tran,Male,17-11-2019,04:11:34,71915,5,FALSE,HR
Jeffery Barnes,Male,21-12-2019,16:23:27,65187,7,FALSE,IT
Nicholas Hampton,Female,27-12-2023,12:01:50,69283,10,TRUE,Sales
Christopher Donaldson,Female,18-10-2023,17:25:28,66084,16,FALSE,IT
Patrick Collins,Female,08-06-2016,16:19:58,79969,14,FALSE,HR
Rebecca George,Male,24-12-2019,03:03:19,68641,18,FALSE,Marketing
Holly Perez,Male,08-01-2023,13:03:30,68769,5,TRUE,IT
Michael Washington,Male,13-08-2017,16:09:51,74328,14,FALSE,Sales
Lisa Gutierrez,Female,04-11-2022,21:54:48,78771,17,FALSE,Sales
Amy Berger,Female,09-06-2016,17:10:00,67603,11,FALSE,HR
Alexandria Christian,Female,07-07-2020,05:46:23,65818,12,FALSE,IT
Andrew Buchanan,Female,03-07-2020,11:03:08,78439,2,FALSE,Marketing
Austin Burke,Female,16-04-2016,21:27:13,65167,11,TRUE,HR
Kelly Pennington,Female,07-01-2022,06:31:07,73647,9,TRUE,IT
Sheila Jackson,Female,10-12-2023,07:12:39,72106,7,TRUE,Marketing
Julie Porter,Female,30-09-2020,08:14:31,65218,9,FALSE,IT
John Moss,Female,27-02-2020,04:14:27,74231,10,TRUE,IT
Stephen Herrera,Male,15-11-2021,16:45:37,78389,18,FALSE,Sales
Christina Browning,Female,18-06-2021,11:10:32,68186,4,FALSE,Sales
Larry Rowe,Female,31-05-2020,14:46:09,76182,18,TRUE,IT
Gilbert Brown,Male,08-01-2023,23:16:29,71100,15,TRUE,Sales
Eric Flynn,Female,30-06-2016,06:03:33,73708,6,TRUE,IT
Johnny Kelley,Female,02-09-2016,13:12:50,66963,9,FALSE,IT
Anita Ellis,Female,27-10-2022,19:23:51,68072,18,TRUE,Marketing
Jared Reilly,Male,25-01-2017,19:23:03,72887,17,TRUE,IT
Erica Wilson,Female,03-06-2016,08:40:45,79340,20,TRUE,HR
Jeffrey Jones,Female,26-09-2020,06:05:10,63151,11,TRUE,HR
Ashley Johnston,Male,29-07-2015,11:08:37,72899,16,TRUE,Marketing
Mr. Keith Kaiser,Male,06-04-2020,11:11:27,60957,7,TRUE,Marketing
Dylan Solomon,Male,25-06-2020,22:50:07,75531,4,FALSE,HR
Bryan Conrad,Female,04-08-2021,21:55:48,65441,0,TRUE,IT
Keith Johnson,Female,14-03-2022,02:45:58,75793,17,TRUE,Sales
Kevin Hodges,Female,18-01-2021,22:16:48,69014,18,TRUE,HR
Eugene Jackson,Male,27-02-2019,03:38:46,64013,9,FALSE,Sales
Catherine Lutz,Female,19-07-2015,05:52:37,74484,12,TRUE,IT
Troy Rogers,Female,08-10-2020,01:14:34,64723,18,TRUE,Marketing
Christopher Hodges,Female,04-04-2018,11:30:30,71287,12,TRUE,Sales
Jennifer Ford,Male,20-02-2019,21:42:03,75073,4,FALSE,HR
Aaron Hampton,Male,23-04-2018,14:03:43,72956,18,FALSE,HR
Lindsay Morris,Male,14-12-2015,21:49:43,65948,20,FALSE,Marketing
Matthew Powers,Female,03-03-2021,14:44:06,78584,14,TRUE,Marketing
James Atkins,Female,25-01-2023,20:44:08,60838,13,TRUE,Sales
Maria King,Female,08-12-2021,14:11:54,67231,19,TRUE,HR
Jesse Anderson,Male,15-03-2023,15:50:12,72767,3,TRUE,IT
Greg Baldwin,Male,18-12-2018,06:32:32,63722,12,TRUE,IT
Kimberly Copeland,Male,29-01-2019,17:05:54,62664,6,TRUE,Sales
Charles Vargas,Female,09-01-2018,23:54:13,68909,6,FALSE,Marketing
Whitney Thompson,Female,10-12-2018,11:46:04,66721,8,TRUE,IT
Mark Mccann,Male,31-07-2018,11:26:49,78459,17,FALSE,HR
Nicole Leach,Male,26-06-2017,18:42:41,62331,13,FALSE,Sales
Michael Bennett,Male,30-03-2020,03:38:48,62421,8,TRUE,HR
Samuel Allen,Female,19-06-2023,15:03:28,60341,9,TRUE,HR
Richard Owens,Male,27-12-2018,13:26:05,70208,20,TRUE,HR
Stephen Henderson,Male,14-12-2015,06:28:33,77355,17,FALSE,Marketing
Alexandra Lee,Male,03-12-2021,12:42:02,73244,17,TRUE,HR
Timothy Smith,Male,09-04-2016,19:19:38,68075,9,TRUE,HR
Stephanie Stewart,Male,18-08-2018,00:04:25,68448,16,FALSE,IT
Erika Caldwell,Female,16-02-2016,04:38:36,65109,1,TRUE,IT
Alicia Nelson,Male,25-07-2015,12:37:46,62447,13,TRUE,Marketing
Tina Nelson,Male,26-11-2015,15:55:51,75914,18,TRUE,Sales
Terry Wilson,Female,13-01-2016,13:23:14,61925,2,FALSE,Marketing
Allison Guzman,Male,17-02-2020,21:29:16,62831,15,TRUE,Sales
Victoria Smith,Male,05-07-2017,17:53:37,63203,18,FALSE,HR
Kevin Weber,Male,08-02-2015,10:39:37,69943,14,TRUE,Sales
John Jones,Male,01-01-2019,02:07:01,69480,2,TRUE,Sales
Daniel Waller Jr.,Female,24-03-2018,06:35:48,69800,10,TRUE,Marketing
Casey Turner,Male,28-04-2022,01:43:49,79908,6,FALSE,Marketing
Joel Nicholson,Female,18-03-2015,00:01:14,76084,12,FALSE,Marketing
Diane Perry,Male,29-10-2022,12:17:57,79831,2,TRUE,HR
Amy Washington,Male,20-07-2019,18:25:30,76361,9,TRUE,Marketing
Anita Parker,Male,14-08-2016,12:15:07,78926,9,TRUE,Sales
Raymond Johnson,Male,17-04-2018,15:47:22,63898,11,FALSE,HR
Jody Patterson,Male,12-08-2021,15:14:13,67781,2,FALSE,Sales
Mary Thomas,Female,16-03-2021,01:48:43,61684,13,FALSE,Sales
Zachary Cortez,Female,07-01-2023,13:20:27,62176,13,FALSE,IT
Margaret Woods,Female,09-10-2021,08:54:57,65479,10,TRUE,Marketing
Caroline Cain,Female,02-09-2017,06:44:35,62459,0,TRUE,IT
Maureen Lawson,Female,10-02-2017,08:04:13,75943,2,FALSE,IT
Regina Jones,Female,14-01-2019,01:11:43,73956,12,FALSE,Sales
Jeffrey Wagner,Male,18-01-2021,22:40:41,61003,11,TRUE,IT
Anna Holland,Female,30-03-2018,21:50:57,74792,11,FALSE,Sales
Randy Perkins,Female,05-12-2023,09:08:30,71929,16,FALSE,Sales
Taylor Wade,Male,23-04-2020,10:31:32,74688,20,TRUE,Marketing
Bradley Pena,Male,22-04-2018,17:34:00,72770,12,TRUE,IT
Rebecca Cook,Female,19-11-2022,00:00:57,72024,0,FALSE,Marketing
Kevin Goodman,Male,02-05-2023,13:03:29,75611,0,TRUE,HR
Megan Johnson,Female,28-02-2015,06:36:39,68993,3,TRUE,HR
Michelle Cook,Female,06-10-2018,07:01:08,76686,20,FALSE,Sales
Brandi Christensen,Female,12-10-2021,06:40:18,61327,16,FALSE,HR
Stephen Kim,Male,22-03-2015,01:05:16,60112,20,FALSE,Marketing
Ashley Hampton,Male,30-03-2017,10:59:31,68911,3,FALSE,Sales
Rhonda Adams,Male,04-08-2023,02:41:42,60252,15,FALSE,Sales
Mr. Nathan Morgan DVM,Male,05-08-2022,09:17:30,76433,3,TRUE,IT
Melvin Newman,Male,02-07-2021,06:05:09,64587,7,TRUE,Sales
Nicole Burgess,Male,10-07-2018,09:02:51,65734,17,TRUE,IT
Kevin Newton,Male,18-05-2022,02:37:27,77565,8,FALSE,IT
Nicole Nichols,Male,06-05-2018,08:15:55,77236,6,FALSE,IT
Kaitlyn Lamb,Male,22-12-2015,21:19:57,60042,8,TRUE,HR
Denise Brown,Female,21-05-2021,07:21:43,74823,19,TRUE,Sales
Christina Sandoval,Female,03-07-2023,20:43:06,63335,3,TRUE,IT
Derek Howard,Male,19-04-2017,12:48:19,70302,6,FALSE,Marketing
Matthew Cochran,Male,29-09-2018,14:26:25,65397,20,TRUE,HR
Jeremiah Copeland,Female,07-12-2019,18:51:24,69478,3,FALSE,Marketing
Mario Moore,Male,04-09-2022,02:55:44,79621,14,TRUE,HR
Stacey Brown,Male,19-05-2018,16:04:53,77709,0,TRUE,HR
Stacey Martin,Female,28-08-2018,23:10:52,63353,19,FALSE,IT
Eric Ross,Male,14-08-2019,05:28:44,69872,2,FALSE,Sales
Mrs. Kim Barker,Male,13-10-2016,00:39:04,68606,9,FALSE,Marketing
Amanda Hansen,Female,21-03-2015,11:00:14,69431,20,TRUE,HR
Thomas Ortega,Male,16-01-2022,21:43:18,62785,20,TRUE,HR
Randy Ponce,Female,06-02-2023,10:34:57,67274,11,FALSE,HR
Joshua Lee,Male,20-08-2022,12:42:39,75225,17,TRUE,Sales
Robert Combs,Male,16-02-2021,16:12:47,67271,19,FALSE,IT
Terry Greer,Male,27-11-2018,22:00:55,73189,19,TRUE,IT
John Miles,Female,29-09-2018,17:24:00,78105,10,FALSE,Marketing
Kristen Jones,Female,12-03-2019,17:59:11,79410,18,FALSE,HR
Lisa Dixon,Female,17-05-2023,18:04:31,66113,18,TRUE,Marketing
Chelsea Mcdaniel,Female,04-11-2019,16:23:22,78561,20,TRUE,IT
Bailey Carpenter,Female,05-03-2023,09:45:41,65020,16,FALSE,HR
Emily Cardenas,Female,01-07-2019,23:17:15,62184,1,FALSE,IT
Luke Walls PhD,Female,29-03-2018,20:08:03,75063,7,TRUE,Marketing
Chelsea Woods,Female,08-11-2018,02:54:07,72165,14,TRUE,HR
Michael Simon,Female,12-11-2016,21:40:42,70431,4,FALSE,Marketing
Anthony Arias,Male,29-01-2015,12:35:04,67296,13,TRUE,IT
Patrick Escobar,Male,27-08-2021,08:12:16,64587,11,TRUE,HR
Richard Francis,Female,23-09-2018,15:01:52,66371,15,FALSE,Sales
Dawn Rich MD,Female,03-08-2015,04:36:28,69691,8,FALSE,Marketing
Ashley James,Female,13-12-2016,05:26:27,65909,10,TRUE,IT
David Morales,Male,09-07-2022,22:31:05,67877,4,FALSE,Sales
Deborah Arellano,Male,09-07-2017,12:17:18,69878,16,TRUE,HR
Jessica Rhodes,Female,21-11-2019,05:41:56,62621,14,TRUE,IT
Michele Roy,Male,15-10-2022,00:40:49,70846,10,TRUE,Marketing
Adam Allen,Male,29-03-2020,06:15:22,70735,17,FALSE,IT
Jonathan Johnson,Female,10-12-2020,14:21:17,69233,18,TRUE,Marketing
Jimmy Wright,Male,11-04-2015,08:33:49,76350,18,FALSE,HR
Jessica Wolfe,Male,26-05-2017,10:15:17,69094,5,FALSE,Marketing
Patrick Hickman,Male,31-05-2023,01:07:35,67836,6,TRUE,Sales
Connor Dixon,Female,17-12-2021,16:21:18,79653,9,FALSE,Sales
Joshua Brown,Male,19-08-2015,13:10:58,62705,10,TRUE,Marketing
Devin Duncan,Male,12-06-2017,17:02:11,61510,8,TRUE,Sales
Michael Graves,Female,23-01-2021,11:41:40,72855,5,TRUE,Marketing
Victoria Johnston,Male,14-04-2019,18:06:46,63250,15,FALSE,Sales
Anna Park,Male,25-06-2023,23:28:54,64293,0,FALSE,HR
Robert Frye,Female,30-11-2019,12:47:49,75204,17,TRUE,HR
Nicole Davis,Female,09-08-2021,23:54:39,67888,18,TRUE,Marketing
Eric Porter,Female,26-08-2015,09:47:03,79795,6,FALSE,HR
Adam Hill,Female,30-08-2020,01:58:57,67251,4,FALSE,HR
Dale Clark,Male,29-09-2015,13:41:37,63968,7,TRUE,HR
Zachary Riddle,Female,03-11-2023,20:01:19,77420,11,TRUE,Sales
Courtney Adams,Male,04-12-2016,02:22:19,61477,13,TRUE,HR
Keith Hoover,Male,02-03-2015,07:10:53,78889,7,TRUE,Sales
Ann Davis,Female,25-10-2022,02:01:27,67395,15,FALSE,HR
Ray Smith,Male,05-01-2020,07:15:51,60067,1,TRUE,Sales
Marisa Garcia,Female,26-02-2022,17:49:37,74099,3,FALSE,Sales
Jennifer Richardson,Male,25-03-2019,06:30:24,71157,12,FALSE,Marketing
Jerry Pena,Male,20-03-2015,20:51:36,76846,11,FALSE,IT
Traci Contreras,Male,14-12-2021,17:41:23,74729,18,TRUE,Sales
Michael Francis,Male,29-12-2018,22:18:15,69360,11,TRUE,Sales
Chad Thomas,Male,24-07-2022,05:01:35,62714,12,FALSE,Marketing
Marcus Schroeder,Male,19-05-2020,09:19:43,69334,10,FALSE,IT
Bryan Williams,Female,23-06-2015,04:34:44,69435,7,FALSE,HR
Louis Hester,Male,23-01-2022,03:38:04,69689,11,TRUE,HR
Alexander Walsh,Male,20-11-2020,08:03:00,74790,15,FALSE,Marketing
Barbara Daniel,Female,12-02-2020,11:30:56,71140,1,FALSE,Sales
Jessica Allen,Female,07-02-2017,17:47:50,73699,2,TRUE,HR
Holly Lewis,Male,07-11-2023,01:57:27,78146,2,FALSE,Marketing
Julie Perez,Male,18-03-2018,18:44:17,73329,2,TRUE,Sales
George Mason,Male,26-04-2023,02:19:02,68057,2,TRUE,Marketing
Vincent Key,Female,08-04-2017,23:56:22,77927,14,TRUE,Marketing
Thomas King,Female,09-12-2016,19:40:11,74010,6,FALSE,Sales
Vincent Schwartz,Male,14-08-2018,10:07:32,64953,6,FALSE,HR
Jill Hughes,Female,07-02-2018,05:32:40,79194,4,TRUE,Sales
Jessica Lowe,Female,02-08-2021,17:30:45,76935,9,FALSE,Marketing
Edward Stanton,Male,29-04-2019,05:35:19,76317,2,TRUE,IT
Clayton Griffin,Male,02-03-2020,17:19:57,79866,9,TRUE,HR
Michele Duffy,Male,06-03-2017,10:53:12,60947,7,FALSE,IT
Ruth Johnson,Male,27-03-2017,00:43:34,78671,17,TRUE,Sales
Daisy Nguyen,Male,31-08-2019,22:06:02,66788,4,FALSE,Marketing
John Palmer,Female,20-01-2022,15:01:17,79642,20,FALSE,Marketing
Darren Miller,Male,22-04-2017,17:41:29,64155,15,FALSE,HR
Stephanie Henderson,Female,13-09-2015,13:44:51,78145,6,FALSE,Marketing
Sara Butler DVM,Female,02-10-2020,04:31:48,78681,2,FALSE,Sales
Selena Jones,Male,09-05-2018,08:19:54,61351,3,TRUE,IT
Joseph Anderson,Male,22-07-2022,18:11:05,72708,11,TRUE,Marketing
Sarah Jackson,Female,13-04-2019,10:17:29,69595,5,FALSE,Marketing
Ricardo Harris,Male,06-02-2018,04:36:34,72084,2,TRUE,Marketing
David Buck,Male,02-01-2016,22:25:10,69163,10,FALSE,Sales
Brittany Brown,Male,02-12-2017,12:56:02,76023,11,FALSE,IT
Michael Tate,Female,07-05-2021,09:28:12,75376,13,FALSE,Marketing
Heather Wilson,Female,16-09-2016,08:40:07,79289,13,TRUE,Sales
Joseph Hutchinson,Female,30-03-2015,19:57:24,78931,9,FALSE,HR
Sarah Perry,Male,26-07-2016,23:56:42,70054,13,TRUE,IT
Richard Hill,Male,08-02-2022,13:43:03,73542,18,TRUE,Marketing
Todd Gordon,Female,13-09-2017,19:51:27,72552,17,FALSE,HR
Timothy Peterson,Male,23-02-2015,12:14:00,61777,13,TRUE,Marketing
Sharon Williams,Female,20-12-2017,10:55:08,76128,5,TRUE,IT
Courtney Watson,Male,08-11-2018,15:31:30,74445,18,TRUE,IT
Jonathan Henry,Female,03-12-2019,17:15:23,64537,2,TRUE,HR
Dr. David Rivera,Female,10-05-2020,14:15:35,74322,11,TRUE,Sales
Jeffrey Leblanc,Male,27-09-2023,06:25:33,66418,9,FALSE,Marketing
Anthony Nguyen,Male,10-04-2015,06:31:43,69400,11,FALSE,Marketing
Mark Sims,Male,03-08-2018,10:32:36,72241,3,FALSE,HR
Mark Walsh,Female,17-10-2019,01:01:55,60793,6,TRUE,Sales
Laura Davis,Male,19-01-2018,02:27:53,69588,14,TRUE,Sales
John Yoder,Male,05-11-2018,12:22:46,74572,20,TRUE,HR
Stephen Bass,Female,17-07-2018,05:07:48,70376,2,FALSE,Marketing
Elizabeth Suarez,Female,14-03-2019,11:42:24,74590,0,FALSE,Sales
Brandon Luna,Female,17-08-2017,08:21:45,67199,4,FALSE,Sales
Traci Rose,Male,01-01-2023,13:53:40,63697,2,TRUE,Sales
Mr. Curtis Terrell,Male,14-12-2017,17:59:19,61605,16,FALSE,IT
Adrian Gonzales,Male,24-10-2022,03:49:04,72704,8,TRUE,Sales
Christopher Garcia,Male,11-05-2020,01:46:05,73856,14,FALSE,HR
Daniel Wade,Male,18-05-2020,19:39:59,77703,19,FALSE,Marketing
Michael Moore,Male,22-04-2023,19:36:54,66777,12,TRUE,IT
Jessica Brown,Female,21-01-2018,06:26:45,79876,9,FALSE,Sales
Melinda Espinoza,Male,25-10-2015,20:44:07,78425,11,FALSE,IT
Jacob Conrad,Male,14-05-2019,05:57:08,63726,6,TRUE,IT
Michael Burton,Female,03-12-2015,13:04:46,63066,18,TRUE,IT
David Hendricks,Male,28-01-2015,03:03:09,60029,2,TRUE,IT
John Hamilton,Female,28-10-2015,03:23:28,72828,3,FALSE,IT
Jamie Robinson,Male,02-08-2021,09:34:37,77723,1,TRUE,HR
Laura Sanchez,Female,22-06-2019,23:51:20,68365,20,TRUE,HR
Raymond Campos,Female,28-09-2020,05:30:25,62013,8,TRUE,HR
Kevin Miller,Female,21-10-2020,12:57:04,73292,12,FALSE,HR
Miguel Watson,Male,31-05-2015,13:58:03,70819,6,TRUE,IT
Sarah Sparks,Male,03-03-2018,08:35:15,75640,9,FALSE,IT
Maria Melendez,Female,25-11-2023,00:06:14,76570,1,TRUE,HR
Ronald Gordon,Male,07-04-2020,08:18:26,63378,12,FALSE,Marketing
David Wilson,Female,04-11-2015,11:05:07,74659,3,FALSE,Marketing
Lori Butler,Female,23-12-2023,00:12:15,61182,2,TRUE,Sales
Hannah Watson,Female,23-04-2020,17:38:37,63365,12,TRUE,Marketing
